Year,State,County,HAI,Facility_ID,Facility_Name,Facility_Type,Infections_Reported,Patient_Days,Rate,Rate_CI_95_Lower_Limit,Rate_CI_95_Upper_Limit,Comparison,Months,Rate_2015,Notes
2021,California,Riverside,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),250000004,"Kindred Hospital, Riverside",Long-Term Acute Care,6,13104,4.58,1.68,9.97,Worse,12,2.62,
2021,California,Riverside,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630012971,"Loma Linda University Medical Center, Murrieta",Major Teaching,2,45473,0.44,0.05,1.59,Same,12,0.3,
2021,California,Riverside,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),250000727,Menifee Global Medical Center,"Community, <125 Beds",0,17506,0,0,1.71,Same,12,0,
2021,California,Riverside,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),250000042,Palo Verde Hospital,"Community, <125 Beds",0,1607,0,0,18.64,Same,12,3.05,
2021,California,Riverside,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),250000049,Riverside Community Hospital,Major Teaching,6,135687,0.44,0.16,0.96,Same,12,0.28,
2021,California,Riverside,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),250000050,Riverside University Health System - Medical Center,Major Teaching,2,90840,0.22,0.03,0.8,Same,12,0.78,
2021,California,Riverside,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),250000101,San Gorgonio Memorial Hospital,Major Teaching,1,12422,0.81,0.02,4.49,Same,12,1.15,
2021,California,Riverside,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),250000507,"Southwest Healthcare System, Murrieta","Community, 125-250 Beds",0,35479,0,0,0.84,Same,12,0,
2021,California,Riverside,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),250000344,"Southwest Healthcare System, Wildomar","Community, <125 Beds",1,37539,0.27,0.01,1.48,Same,12,0,
2021,California,Riverside,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630014442,Temecula Valley Hospital,"Community, 125-250 Beds",0,45581,0,0,0.66,Same,12,0,
2021,California,Riverside,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630017654,Vibra Rehabilitation Hospital of Rancho Mirage,Free-Standing Rehabilitation,0,10190,0,0,2.94,Same,12,,
2021,California,Sacramento,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000130,"Kaiser Foundation Hospital, Sacramento",Major Teaching,1,60778,0.16,0,0.92,Same,12,0.19,
2021,California,Sacramento,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000133,"Kaiser Foundation Hospital, South Sacramento",Major Teaching,1,76146,0.13,0,0.73,Same,12,0.18,
2021,California,Sacramento,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000124,Mercy General Hospital,Major Teaching,0,62940,0,0,0.48,Same,12,0.91,
2021,California,Sacramento,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000124,"Mercy General Hospital, Rehabilitation Unit",Rehabilitation Unit,0,6289,0,0,4.76,Same,12,0,
2021,California,Sacramento,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000901,Mercy Hospital of Folsom,"Community, <125 Beds",1,29148,0.34,0.01,1.91,Same,12,0.38,
2021,California,Sacramento,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000127,Mercy San Juan Medical Center,Major Teaching,0,94044,0,0,0.32,Same,12,0.19,
2021,California,Sacramento,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000037,Methodist Hospital of Sacramento,"Community, 125-250 Beds",1,29395,0.34,0.01,1.9,Same,12,0.47,
2021,California,Sacramento,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30001506,Shriners Hospitals for Children Northern California,Pediatric,0,7154,0,0,4.19,Same,12,0,
2021,California,Sacramento,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000151,"Sutter Medical Center, Sacramento",Major Teaching,1,150361,0.07,0,0.37,Same,12,0.29,
2021,California,Sacramento,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000113,University of California Davis Medical Center,Major Teaching,20,210058,0.95,0.58,1.47,Worse,12,0.97,
2021,California,Sacramento,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000113,"University of California Davis Medical Center, Rehabilitation Unit",Rehabilitation Unit,0,6362,0,0,4.71,Same,12,0,
2021,California,Sacramento,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000907,Vibra Hospital of Sacramento,Long-Term Acute Care,1,17631,0.57,0.01,3.16,Same,12,1.97,
2021,California,San Benito,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000142,Hazel Hawkins Memorial Hospital,Critical Access,0,8018,0,0,3.74,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000100,Arrowhead Regional Medical Center,Major Teaching,2,102025,0.2,0.02,0.71,Same,12,0.49,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240001218,Ballard Rehabilitation Hospital,Free-Standing Rehabilitation,0,12770,0,0,2.35,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000001,Barstow Community Hospital,"Community, <125 Beds",0,12934,0,0,2.32,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000002,Bear Valley Community Hospital,Critical Access,0,1007,0,0,29.75,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000003,Chino Valley Medical Center,"Community, <125 Beds",0,18324,0,0,1.63,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000034,Colorado River Medical Center,Critical Access,0,745,0,0,40.21,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000082,Community Hospital of San Bernardino,"Community, >250 Beds",1,32331,0.31,0.01,1.72,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240001330,Desert Valley Hospital,"Community, 125-250 Beds",0,41077,0,0,0.73,Same,12,0.29,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000014,Hi-Desert Medical Center,"Community, <125 Beds",0,6055,0,0,4.95,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000024,"Kaiser Foundation Hospital, Fontana",Major Teaching,2,95617,0.21,0.03,0.76,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630013398,"Kaiser Foundation Hospital, Ontario",Major Teaching,0,52143,0,0,0.57,Same,12,0.46,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000040,"Kindred Hospital, Ontario",Long-Term Acute Care,1,26371,0.38,0.01,2.11,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240001515,"Kindred Hospital, Rancho",Long-Term Acute Care,1,18409,0.54,0.01,3.03,Same,12,2.7,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630015551,Loma Linda University Children's Hospital,Major Teaching,0,90914,0,0,0.33,Same,12,0.11,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000027,Loma Linda University Medical Center,Major Teaching,15,109546,1.37,0.77,2.26,Worse,12,1.25,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000025,Loma Linda University Medical Center East Campus Hospital,Major Teaching,1,19933,0.5,0.01,2.8,Same,12,1.06,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000025,"Loma Linda University Medical Center East Campus Hospital, Rehabilitation Unit",Rehabilitation Unit,0,14572,0,0,2.06,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630012294,Loma Linda University Surgical Hospital,Major Teaching,0,4397,0,0,6.81,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000009,Montclair Hospital Medical Center,"Community, <125 Beds",0,10205,0,0,2.94,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000052,Mountains Community Hospital,Critical Access,0,1077,0,0,27.82,Same,12,0,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000104,"Providence St. Mary Medical Center, Apple Valley",Major Teaching,0,63702,0,0,0.47,Same,12,0.31,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000046,Redlands Community Hospital,"Community, 125-250 Beds",5,44746,1.12,0.36,2.61,Worse,12,0.43,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000053,San Antonio Regional Hospital,"Community, >250 Beds",7,76390,0.92,0.37,1.89,Same,12,0.52,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000103,St. Bernardine Medical Center,Major Teaching,7,74929,0.93,0.38,1.92,Same,12,1.14,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630012380,Totally Kids Rehabilitation Hospital,Free-Standing Rehabilitation,0,2919,0,0,10.26,Same,12,,
2021,California,San Bernardino,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),240000054,Victor Valley Global Medical Center,"Community, <125 Beds",0,22310,0,0,1.34,Same,12,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000013,Alvarado Hospital Medical Center,"Community, 125-250 Beds",0,22995,0,0,1.3,Same,12,0.37,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000045,Grossmont Hospital,Major Teaching,3,128313,0.23,0.05,0.68,Same,12,0.19,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000045,"Grossmont Hospital, Rehabilitation Unit",Rehabilitation Unit,0,4488,0,0,6.67,Same,12,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630017096,"Kaiser Foundation Hospital, San Diego",Major Teaching,1,71736,0.14,0,0.78,Same,12,,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000144,"Kaiser Foundation Hospital, Zion",Major Teaching,0,44387,0,0,0.67,Same,12,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000048,"Kindred Hospital, San Diego",Long-Term Acute Care,2,18269,1.09,0.13,3.95,Same,12,2.93,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630013873,Palomar Medical Center,"Community, >250 Beds",0,93025,0,0,0.32,Better,12,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000147,Palomar Medical Center Poway,"Community, <125 Beds",2,20309,0.98,0.12,3.56,Same,12,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000147,"Palomar Medical Center Poway, Rehabilitation Unit",Rehabilitation Unit,0,1352,0,0,22.16,Same,4,,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000145,Paradise Valley Hospital,"Community, >250 Beds",0,24655,0,0,1.22,Same,12,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000145,"Paradise Valley Hospital, Rehabilitation Unit",Rehabilitation Unit,0,5715,0,0,5.24,Same,12,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000023,"Rady Children's Hospital, San Diego",Pediatric,0,75588,0,0,0.4,Same,12,0.11,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000022,Scripps Green Hospital,"Community, 125-250 Beds",3,33490,0.9,0.18,2.62,Same,11,0.26,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000150,"Scripps Memorial Hospital, Encinitas","Community, 125-250 Beds",0,55350,0,0,0.54,Same,11,0.22,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000149,"Scripps Memorial Hospital, La Jolla","Community, >250 Beds",3,102366,0.29,0.06,0.86,Same,11,0.12,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000025,Scripps Mercy Hospital,Major Teaching,2,94213,0.21,0.03,0.77,Same,11,0.45,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000016,Scripps Mercy Hospital Chula Vista,"Community, 125-250 Beds",0,40995,0,0,0.73,Same,11,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000977,Select Specialty Hospital - San Diego,Long-Term Acute Care,0,26162,0,0,1.15,Same,12,0.8,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000021,Sharp Chula Vista Medical Center,"Community, >250 Beds",1,89803,0.11,0,0.62,Same,12,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000033,Sharp Coronado Hospital and Healthcare Center,Major Teaching,0,12530,0,0,2.39,Same,12,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80001470,Sharp Mary Birch Hospital For Women And Newborns,Major Teaching,0,55402,0,0,0.54,Same,12,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000036,Sharp Memorial Hospital,Major Teaching,0,106114,0,0,0.28,Better,12,0.32,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000036,"Sharp Memorial Hospital, Rehabilitation Unit",Rehabilitation Unit,0,7511,0,0,3.99,Same,12,,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000152,Tri-City Medical Center,"Community, >250 Beds",1,62066,0.16,0,0.9,Same,12,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),80000152,"Tri-City Medical Center, Rehabilitation Unit",Rehabilitation Unit,0,2608,0,0,11.49,Same,12,0,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90000154,UC San Diego Health Hillcrest,Major Teaching,6,84412,0.71,0.26,1.55,Same,12,,
2021,California,San Diego,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),90001116,UC San Diego Health La Jolla,Major Teaching,7,133026,0.53,0.21,1.08,Same,12,0.72,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000023,"California Pacific Medical Center, Davies Campus Hospital",Major Teaching,0,14449,0,0,2.07,Same,12,0,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000023,"California Pacific Medical Center, Davies Campus Hospital, Rehabilitation Unit",Rehabilitation Unit,0,8856,0,0,3.38,Same,12,,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000018,"California Pacific Medical Center, Mission Bernal Campus",Major Teaching,2,22005,0.91,0.11,3.28,Same,12,1.05,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000022,"California Pacific Medical Center, Van Ness Campus",Major Teaching,5,90009,0.56,0.18,1.3,Same,12,1.01,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000003,Chinese Hospital,"Community, <125 Beds",0,6309,0,0,4.75,Same,12,0,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000008,"Kaiser Foundation Hospital, San Francisco",Major Teaching,2,68310,0.29,0.04,1.06,Same,12,0,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630016625,Kentfield Hospital San Francisco,Long-Term Acute Care,1,9910,1.01,0.03,5.62,Same,9,,"Incomplete Reporter, interpret with caution"
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000012,Laguna Honda Hospital & Rehabilitation Center,"Community, <125 Beds",0,1129,0,0,26.53,Same,12,0,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000012,"Laguna Honda Hospital & Rehabilitation Center, Rehabilitation Unit",Rehabilitation Unit,0,464,0,0,64.56,Same,12,0,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000029,Saint Francis Memorial Hospital,"Community, 125-250 Beds",0,16740,0,0,1.79,Same,12,0.9,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000029,"Saint Francis Memorial Hospital, Rehabilitation Unit",Rehabilitation Unit,0,4176,0,0,7.17,Same,12,,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000030,St. Mary's Medical Center,"Community, 125-250 Beds",0,17543,0,0,1.71,Same,12,0.41,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000030,"St. Mary's Medical Center, Rehabilitation Unit",Rehabilitation Unit,0,3063,0,0,9.78,Same,12,0,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000031,UCSF Medical Center,Major Teaching,20,157055,1.27,0.78,1.97,Worse,12,0.76,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),630015778,UCSF Medical Center at Mission Bay,Major Teaching,0,88281,0,0,0.34,Same,12,,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000015,UCSF Medical Center at Mount Zion,Major Teaching,1,9506,1.05,0.03,5.86,Same,12,,
2021,California,San Francisco,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Major Teaching,0,89545,0,0,0.33,Same,12,0.12,
2021,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000139,Adventist Health Lodi Memorial,"Community, 125-250 Beds",1,30571,0.33,0.01,1.82,Same,12,0,
2021,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000139,"Adventist Health Lodi Memorial, Rehabilitation Unit",Rehabilitation Unit,0,2065,0,0,14.51,Same,12,0,
2021,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000117,Dameron Hospital Association,"Community, >250 Beds",0,14253,0,0,2.1,Same,12,0,
2021,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000118,Doctors Hospital of Manteca,"Community, <125 Beds",1,16210,0.62,0.02,3.44,Same,12,0,
2021,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000973,"Kaiser Foundation Hospital, Manteca","Community, <125 Beds",0,10174,0,0,2.94,Same,12,,
2021,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000135,San Joaquin General Hospital,Major Teaching,3,60208,0.5,0.1,1.46,Same,12,0,
2021,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000143,St. Joseph's Medical Center Of Stockton,"Community, >250 Beds",7,100682,0.7,0.28,1.43,Same,12,0.36,
2021,California,San Joaquin,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),30000141,Sutter Tracy Community Hospital,"Community, <125 Beds",0,14367,0,0,2.09,Same,12,0.83,
2021,California,San Luis Obispo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000016,French Hospital Medical Center,"Community, <125 Beds",0,20787,0,0,1.44,Same,12,0,
2021,California,San Luis Obispo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000009,"Marian Regional Medical Center, Arroyo Grande","Community, <125 Beds",0,7230,0,0,4.14,Same,12,0,
2021,California,San Luis Obispo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000009,"Marian Regional Medical Center, Arroyo Grande, Rehabilitation Unit",Rehabilitation Unit,0,6681,0,0,4.48,Same,12,0,
2021,California,San Luis Obispo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,"Community, 125-250 Beds",0,23968,0,0,1.25,Same,12,0,
2021,California,San Luis Obispo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000037,Tenet Health Central Coast Twin Cities Community Hospital,"Community, <125 Beds",0,16762,0,0,1.79,Same,12,0,
2021,California,San Mateo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000026,AHMC Seton Medical Center,"Community, 125-250 Beds",0,19123,0,0,1.57,Same,12,0,
2021,California,San Mateo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000010,"Kaiser Foundation Hospital, Redwood City",Major Teaching,0,32513,0,0,0.92,Same,12,0.3,
2021,California,San Mateo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000009,"Kaiser Foundation Hospital, South San Francisco","Community, <125 Beds",0,25765,0,0,1.16,Same,12,0.43,
2021,California,San Mateo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000017,Mills-Peninsula Medical Center,"Community, 125-250 Beds",1,50987,0.2,0,1.09,Same,12,0,
2021,California,San Mateo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000007,San Mateo Medical Center,Major Teaching,0,10884,0,0,2.75,Same,12,0,
2021,California,San Mateo,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),220000025,Sequoia Hospital,"Community, 125-250 Beds",0,21169,0,0,1.42,Same,12,0,
2021,California,Santa Barbara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000017,Goleta Valley Cottage Hospital,"Community, <125 Beds",0,3274,0,0,9.15,Same,12,0,
2021,California,Santa Barbara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000018,Lompoc Valley Medical Center,Major Teaching,0,9888,0,0,3.03,Same,12,0,
2021,California,Santa Barbara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000021,Marian Regional Medical Center,"Community, 125-250 Beds",1,60211,0.17,0,0.93,Same,12,0,
2021,California,Santa Barbara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000280,Santa Barbara Cottage Hospital,Major Teaching,1,91428,0.11,0,0.61,Same,12,0,
2021,California,Santa Barbara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000280,"Santa Barbara Cottage Hospital, Rehabilitation Unit",Rehabilitation Unit,0,8732,0,0,3.43,Same,12,0,
2021,California,Santa Barbara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),50000030,Santa Ynez Valley Cottage Hospital,Critical Access,0,396,0,0,75.65,Same,12,0,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70001351,El Camino Health,"Community, >250 Beds",1,93295,0.11,0,0.6,Same,12,0,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000136,El Camino Health Los Gatos,"Community, 125-250 Beds",0,15825,0,0,1.89,Same,12,0,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000136,"El Camino Health Los Gatos, Rehabilitation Unit",Rehabilitation Unit,0,4755,0,0,6.3,Same,12,0,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000153,"Good Samaritan Hospital, San Jose","Community, >250 Beds",0,67171,0,0,0.45,Same,12,0.12,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000150,"Kaiser Foundation Hospital, San Jose","Community, 125-250 Beds",0,50470,0,0,0.59,Same,12,0.2,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70001355,"Kaiser Foundation Hospital, Santa Clara","Community, >250 Beds",0,100779,0,0,0.3,Better,12,0.55,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70001349,Lucile Packard Children's Hospital Stanford,Pediatric,0,103311,0,0,0.29,Same,12,0.31,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000154,Mission Oaks Hospital,"Community, <125 Beds",0,0,,,,,12,,"Incomplete Reporter, interpret with caution"
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000154,"Mission Oaks Hospital, Rehabilitation Unit",Rehabilitation Unit,0,5011,0,0,5.98,Same,12,,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000146,O'Connor Hospital,Major Teaching,4,50439,0.79,0.22,2.03,Same,12,0,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000133,Regional Medical Center of San Jose,"Community, >250 Beds",0,60247,0,0,0.5,Same,12,0.7,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000149,Santa Clara Valley Medical Center,Major Teaching,1,106337,0.09,0,0.52,Same,12,0.35,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000149,Santa Clara Valley Medical Center,Rehabilitation Unit,,,,,,,,,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000635,St. Louise Regional Hospital,"Community, <125 Beds",1,14438,0.69,0.02,3.86,Same,12,0.5,
2021,California,Santa Clara,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70001357,Stanford Health Care,Major Teaching,35,193693,1.81,1.26,2.51,Worse,12,1.79,
2021,California,Santa Cruz,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000139,Dominican Hospital,"Community, 125-250 Beds",1,44449,0.22,0.01,1.25,Same,12,0.66,
2021,California,Santa Cruz,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000139,"Dominican Hospital, Rehabilitation Unit",Rehabilitation Unit,0,6255,0,0,4.79,Same,12,0,
2021,California,Santa Cruz,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000959,Sutter Maternity & Surgery Center of Santa Cruz,"Community, <125 Beds",0,4965,0,0,6.03,Same,12,0,
2021,California,Santa Cruz,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),70000155,Watsonville Community Hospital,"Community, <125 Beds",0,14446,0,0,2.07,Same,12,0,
2021,California,Shasta,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),230000009,Mayers Memorial Hospital,Critical Access,0,2196,0,0,13.64,Same,12,0,
2021,California,Shasta,Vancomycin-Resistant Enterococcus Bloodstream Infection (VRE BSI),230000010,Mercy Medical Center Redding,"Community, >250 Beds",2,67501,0.3,0.04,1.07,Same,12,0,
